Time(s),CH1(V)
4.100000000000001e-07,11.3726
4.1100000000000007e-07,11.414
4.1200000000000004e-07,11.4968
4.13e-07,11.4968
4.140000000000001e-07,11.3726
4.1500000000000005e-07,11.4968
4.16e-07,11.3726
4.170000000000001e-07,11.3726
4.1800000000000006e-07,11.4968
4.1900000000000003e-07,11.5382
4.2e-07,11.3726
4.210000000000001e-07,11.3726
4.2200000000000005e-07,11.4968
4.23e-07,11.4968
4.240000000000001e-07,11.3726
4.2500000000000006e-07,11.3726
4.2600000000000003e-07,11.4968
4.27e-07,11.3726
4.280000000000001e-07,11.4968
4.2900000000000004e-07,11.4968
4.3e-07,11.414
4.310000000000001e-07,11.3726
4.3200000000000006e-07,11.4968
4.33e-07,11.4968
4.340000000000001e-07,11.3726
4.3500000000000007e-07,11.4968
4.3600000000000004e-07,11.3726
4.37e-07,11.3726
4.380000000000001e-07,11.4968
4.3900000000000005e-07,11.4968
4.4e-07,11.3726
4.410000000000001e-07,11.4968
4.4200000000000007e-07,11.3726
4.4300000000000004e-07,11.414
4.44e-07,11.4554
4.450000000000001e-07,11.4968
4.4600000000000005e-07,11.3726
4.47e-07,11.4968
4.480000000000001e-07,11.3726
4.4900000000000006e-07,11.3726
4.5000000000000003e-07,11.4968
4.51e-07,11.3726
4.520000000000001e-07,11.4968
4.5300000000000005e-07,11.3726
4.54e-07,11.4968
4.550000000000001e-07,11.3726
4.5599999999999995e-07,11.4968
4.5700000000000003e-07,11.3726
4.580000000000001e-07,11.4968
4.5899999999999997e-07,11.4968
4.6000000000000004e-07,11.3726
4.610000000000001e-07,11.3726
4.62e-07,11.4968
4.6300000000000006e-07,11.5382
4.6400000000000013e-07,11.3726
4.65e-07,11.4968
4.6600000000000007e-07,11.3726
4.6700000000000015e-07,11.414
4.68e-07,11.4968
4.690000000000001e-07,11.3726
4.6999999999999995e-07,11.4968
4.71e-07,11.4968
4.720000000000001e-07,11.3726
4.7299999999999996e-07,11.414
4.7400000000000004e-07,11.4968
4.750000000000001e-07,11.3726
4.76e-07,11.4968
4.77e-07,11.3726
4.780000000000001e-07,11.4968
4.79e-07,11.5382
4.800000000000001e-07,11.3726
4.810000000000001e-07,11.5382
4.82e-07,11.3726
4.830000000000001e-07,11.4968
4.840000000000002e-07,11.3726
4.85e-07,11.3726
4.860000000000001e-07,11.4968
4.87e-07,11.4554
4.88e-07,11.3726
4.890000000000001e-07,11.4968
4.9e-07,11.3726
4.91e-07,11.414
4.920000000000001e-07,11.4968
4.93e-07,11.4968
4.940000000000001e-07,11.3726
4.950000000000001e-07,11.4968
4.96e-07,11.3726
4.970000000000001e-07,11.4968
4.980000000000001e-07,11.3726
4.99e-07,11.3726
5.000000000000001e-07,11.414
